,US EPSI,US EPSI 16wk MA,EuroZone EPSI,EuroZone EPSI 16wk MA,Germany EPSI,Germany EPSI 16wk MA,Italy EPSI,Italy EPSI 16wk MA,Spain EPSI,Spain EPSI 16wk MA,France EPSI,France EPSI 16wk MA,EURUSD Curncy WklyClose,USDCNY Curncy WklyClose,USFS011 Curncy WklyClose,EUSA0101 Curncy WklyClose,SX5E Index WklyClose,SPX Index WklyClose,USGG10YR Index WklyClose,GDBR10 Index WklyClose
2004-09-04,-8.84443,-8.699832499999998,-6.95488,-6.230349999999997,-1.74762,-0.38431187500000374,-3.46898,-3.2612031249999935,17.76429,16.160121250000007,-3.9369,-4.848211875000002,1.2058,8.2766,3.547,3.187,2739.43,1113.63,4.2945,4.148
2004-09-11,-8.35871,-8.697794374999997,-6.95488,-6.3724624999999975,-0.63651,-0.38810062500000375,-3.05231,-3.2814506249999935,16.76429,16.201788125000007,-4.9369,-4.870830625000002,1.2262,8.2766,3.391,3.118,2745.86,1123.92,4.1856,4.057
2004-09-18,-8.31704,-8.671874999999996,-7.57026,-6.560389374999998,-0.96984,-0.40114812500000374,-2.65231,-3.2558643749999936,14.76429,16.118455000000008,-5.0619,-4.888761875000001,1.2187,8.2765,3.375,3.092,2788.64,1128.55,4.1064,4.025
2004-09-25,-8.49653,-8.635298749999997,-7.23693,-6.727483124999998,0.14127,-0.37600125000000373,-2.95231,-3.2334031249999935,12.76429,15.910121875000009,-5.0619,-4.906693125,1.2276,8.2765,3.402,3.054,2740.06,1110.11,4.0273,3.971
2004-10-02,-8.5329,-8.560047499999998,-7.23693,-6.8945768749999985,0.14127,-0.3925212500000037,-3.07731,-3.2812543749999934,12.76429,15.70178875000001,-4.34762,-4.853196250000001,1.2417,8.2765,3.46,3.042,2796.08,1131.5,4.1871,4.023
2004-10-09,-9.13896,-8.530137499999997,-7.47222,-7.053648749999998,-0.98373,-0.5418537500000037,-2.07731,-3.273549999999993,12.76429,15.53512250000001,-5.34762,-4.899699375000001,1.2409,8.2767,3.366,2.951,2816.42,1122.14,4.1286,3.947
2004-10-16,-9.51631,-8.548005624999996,-8.36111,-7.229213749999998,-0.98373,-0.6859781250000037,-2.91064,-3.333553749999993,12.76429,15.430956250000012,-6.51429,-4.956619375000001,1.2469,8.2765,3.301,2.88,2773.39,1108.2,4.0531,3.9
2004-10-23,-8.88217,-8.514143124999997,-8.61111,-7.422808124999998,-1.98373,-0.7676025000000036,-1.91064,-3.281057499999993,12.76429,15.305956250000014,-6.51429,-5.023956250000001,1.2683,8.2765,3.265,2.828,2788.89,1095.74,3.974,3.862
2004-10-30,-8.58217,-8.556768749999996,-8.54861,-7.487496249999998,-2.28373,-0.8601643750000036,-2.48207,-3.201775624999993,12.76429,15.180956250000014,-5.18095,-4.945459375000001,1.2798,8.2766,3.276,2.824,2811.72,1130.2,4.0235,3.873
2004-11-06,-7.99393,-8.549524374999997,-8.54861,-7.552184374999998,-2.06151,-0.9388375000000037,-2.8154,-3.180826874999993,12.76429,15.035123125000013,-4.18095,-4.866962500000001,1.2964,8.2764,3.573,2.929,2874.8,1166.17,4.1727,3.903
2004-11-13,-8.4106,-8.561625624999996,-9.4375,-7.695154999999998,-2.87401,-1.0950775000000037,-2.52969,-3.0951462499999933,12.76429,14.889290000000011,-3.95873,-4.795410000000001,1.2974,8.2765,3.593,2.726,2907.45,1184.17,4.1786,3.778
2004-11-20,-7.99989,-8.544932499999996,-9.0625,-7.795156874999998,-1.54068,-1.2248025000000036,-3.52969,-3.0987512499999936,13.76429,14.701790000000011,-4.54206,-4.791565625000001,1.3023,8.2764,3.7,2.818,2893.08,1170.34,4.2035,3.785
2004-11-27,-8.03835,-8.531918749999997,-9.0625,-7.913541249999998,-1.54068,-1.2652418750000036,-3.77969,-3.0971481249999937,13.76429,14.514290000000011,-5.04206,-4.8189712500000015,1.3297,8.2765,3.825,2.703,2898.95,1182.65,4.2459,3.773
2004-12-04,-8.399,-8.526672499999997,-8.8625,-8.019425624999998,-1.54068,-1.3280025000000037,-4.11302,-3.0976281249999937,14.09762,14.285123125000013,-7.04206,-4.971376875000002,1.3454,8.2766,3.68,2.6105,2911.59,1191.17,4.2497,3.752
2004-12-11,-8.16823,-8.517641874999995,-9.8625,-8.168278749999999,-1.26795,-1.3362175000000036,-4.11302,-3.0981081249999938,14.09762,14.055956250000014,-8.24206,-5.240449375000002,1.3226,8.2764,3.633,2.6206,2903.96,1188.0,4.1489,3.612
2004-12-18,-8.33241,-8.500726874999996,-10.19583,-8.373679374999998,-0.06795,-1.2624881250000035,-4.00191,-3.091643749999994,12.89762,13.751789375000014,-8.49206,-5.525146875000002,1.3307,8.2765,3.754,2.7455,2891.48,1194.22,4.199,3.619
2005-01-01,-8.38598,-8.465965624999995,-9.52917,-8.695465624999997,-0.31795,-1.1532237500000033,-4.62096,-3.2408499999999942,12.89762,13.205955625000014,-8.77778,-6.0677568750000015,1.3554,8.2765,3.789,2.8518,2951.01,1211.92,4.2182,3.683
2005-01-08,-8.73598,-8.492149374999997,-9.68706,-8.827765624999998,-0.65128,-1.1333137500000032,-4.82096,-3.376390624999994,10.89762,12.964288750000014,-10.57778,-6.412499375000002,1.3054,8.2765,3.942,2.8255,2979.82,1186.19,4.269,3.61
2005-01-15,-8.30741,-8.480329374999997,-9.15373,-8.947565624999998,-0.37856,-1.1658031250000032,-4.82096,-3.4931812499999944,12.49762,12.947621875000015,-9.77778,-6.707241875000002,1.3112,8.2765,3.962,2.7488,2948.22,1184.52,4.208,3.56
2005-01-22,-8.00129,-8.447103749999997,-9.33555,-9.078729374999998,-1.37856,-1.260792500000003,-5.15429,-3.6229924999999943,12.49762,12.930955000000017,-10.11111,-7.067460000000001,1.3039,8.2764,3.843,2.7689,2940.87,1167.87,4.1399,3.573
2005-01-29,-8.06796,-8.380166249999997,-9.00221,-9.174353749999998,-1.37856,-1.285469375000003,-4.82096,-3.7944706249999944,12.49762,12.914288125000018,-10.11111,-7.365178125000001,1.3038,8.2765,3.926,2.7435,2955.89,1171.36,4.1397,3.549
2005-02-05,-8.09873,-8.291567499999996,-9.00221,-9.214422499999998,-0.37856,-1.247646250000003,-4.69596,-3.9060531249999944,12.49762,12.89762125000002,-10.11111,-7.589979375,1.2869,8.2765,3.982,2.7869,3037.13,1203.03,4.0753,3.497
2005-02-12,-7.73206,-8.219685624999995,-9.00221,-9.238866249999997,0.62144,-1.0848231250000029,-4.69596,-4.080135624999994,12.49762,12.880954375000021,-8.98611,-7.744468125,1.2866,8.2765,4.0,2.776,3080.08,1205.3,4.0844,3.463
2005-02-19,-7.87052,-8.175207499999996,-8.66888,-9.246383124999998,1.78811,-0.8303331250000029,-4.94596,-4.234128749999995,12.49762,12.864287500000023,-9.08611,-7.988540625000001,1.3072,8.2765,4.156,2.963,3072.04,1201.59,4.2655,3.664
2005-02-26,-8.17052,-8.186244374999996,-7.57797,-9.185718124999998,1.71668,-0.5941962500000029,-4.94596,-4.367288749999995,12.49762,12.847620625000024,-9.08611,-8.295113125,1.3245,8.2765,4.241,2.9346,3062.72,1211.37,4.2638,3.71
2005-03-05,-8.25527,-8.176536249999996,-7.57797,-9.069497499999997,1.71668,-0.30727812500000284,-4.8031,-4.509376874999995,12.49762,12.830953750000026,-9.08611,-8.615574375,1.3237,8.2765,4.297,2.8466,3106.86,1222.12,4.3076,3.696
2005-03-12,-8.02193,-8.177913749999997,-7.57797,-8.976714374999997,2.43097,-0.05905000000000285,-4.8031,-4.588964999999995,12.49762,12.751786875000027,-8.08611,-8.8370775,1.3458,8.2765,4.528,2.8715,3060.36,1200.08,4.5423,3.767
2005-03-19,-7.77193,-8.161262499999996,-7.3113,-8.867264374999996,2.09763,0.16834437499999716,-4.8031,-4.6529281249999945,10.49762,12.547620000000029,-8.41944,-9.04816375,1.3326,8.2764,4.518,2.9714,3053.54,1189.65,4.5066,3.703
2005-04-02,-8.15404,-8.138229374999996,-8.95836,-8.776305624999994,0.20874,0.4185874999999971,-6.03644,-4.841271874999994,10.49762,12.09762000000003,-10.41944,-9.395336250000001,1.2914,8.2765,4.532,2.8536,3061.11,1172.92,4.4475,3.613
2005-04-09,-8.86832,-8.171723749999996,-8.88144,-8.694156249999994,-0.45792,0.3942143749999971,-4.53644,-4.874679999999994,10.49762,11.94762000000003,-11.41944,-9.578297500000001,1.2932,8.2764,4.554,2.7772,3088.92,1181.2,4.4683,3.58
2005-04-16,-9.31063,-8.237326874999997,-8.88144,-8.653673124999994,-0.45792,0.3854662499999971,-4.53644,-4.890230624999994,10.83095,11.818453125000032,-12.41944,-9.805901250000002,1.2924,8.2765,4.225,2.6879,3013.79,1142.62,4.2406,3.491
2005-04-23,-9.42968,-8.302558124999997,-8.60366,-8.595828749999994,-0.62459,0.36630124999999714,-4.10786,-4.858161874999994,10.83095,11.689286250000032,-10.41944,-9.908505000000002,1.3065,8.2764,4.323,2.6416,2976.39,1152.12,4.2449,3.469
2005-04-30,-9.33708,-8.340126874999997,-8.21905,-8.504078124999994,-1.07913,0.3395606249999971,-4.70786,-4.851093124999994,11.40238,11.720833750000033,-11.41944,-9.961108750000003,1.2873,8.2764,4.31,2.5625,2930.1,1156.85,4.1976,3.396
2005-05-07,-9.60631,-8.421308124999998,-8.39505,-8.456660624999994,-1.07913,0.2957749999999971,-3.95786,-4.797149374999994,11.40238,11.652381250000031,-12.41944,-10.126212500000003,1.2819,8.2765,4.383,2.629,3019.26,1171.35,4.2576,3.445
2005-05-14,-9.01108,-8.484419999999997,-9.39505,-8.460379374999993,-1.2556,0.3034599999999971,-4.95786,-4.784872499999993,12.40238,11.64642875000003,-12.79444,-10.293920625000004,1.2633,8.2765,4.219,2.5599,2994.52,1154.05,4.1173,3.307
2005-05-21,-9.42179,-8.569034374999996,-8.77005,-8.445869374999994,-0.2556,0.3736449999999971,-5.29186,-4.814303749999993,13.40238,11.70297625000003,-13.79444,-10.524128750000004,1.2559,8.2764,4.296,2.625,3050.45,1189.28,4.121,3.378
2005-05-28,-8.77735,-8.611448124999997,-9.48505,-8.476046874999994,-0.44791,0.3693106249999971,-5.79186,-4.8827974999999935,13.40238,11.759523750000028,-14.79444,-10.816836875000005,1.2586,8.2764,4.199,2.4589,3084.0,1198.78,4.0709,3.333
2005-06-04,-9.1547,-8.700363124999997,-9.62705,-8.515099374999995,-0.94791,0.2712262499999971,-5.59186,-4.938791249999993,13.40238,11.816071250000027,-14.79444,-11.179857500000006,1.2236,8.2764,4.063,2.3832,3114.27,1196.02,3.9732,3.237
2005-06-11,-8.06647,-8.712609999999998,-9.62705,-8.574984999999995,-1.17013,0.08633624999999712,-6.59186,-5.041659999999993,13.40238,11.872618750000026,-15.54444,-11.583503125000007,1.2119,8.2765,4.24,2.3007,3143.85,1198.11,4.0514,3.145
2005-06-18,-7.95709,-8.699270624999997,-9.72705,-8.709302499999994,-3.17013,-0.21908937500000286,-5.99186,-5.107028749999993,11.40238,11.804166250000025,-15.71111,-11.997565625000007,1.2286,8.2765,4.237,2.4447,3178.48,1216.96,4.0705,3.291
2005-06-25,-8.49043,-8.713968124999997,-8.95705,-8.795494999999995,-3.17013,-0.5245150000000028,-6.59186,-5.218826249999993,11.40238,11.735713750000023,-13.71111,-12.286628125000007,1.2092,8.2765,4.012,2.2462,3161.0,1191.57,3.917,3.135
2005-07-02,-8.76912,-8.760667499999997,-9.16705,-8.894812499999995,-2.67013,-0.8433337500000029,-6.44886,-5.321686249999993,10.73571,11.625594375000023,-14.13968,-12.664976250000008,1.1959,8.2764,4.214,2.3233,3208.61,1194.44,4.0489,3.157
2005-07-09,-8.87722,-8.829748124999997,-8.55105,-8.972296874999996,-2.54513,-1.1335062500000028,-6.44886,-5.424546249999993,9.73571,11.577975000000023,-15.13968,-13.084991250000007,1.1967,8.2765,4.259,2.4225,3224.59,1211.86,4.0914,3.181
2005-07-16,-8.60136,-8.864541874999997,-8.30105,-8.971656249999997,-2.54513,-1.3542343750000028,-7.04886,-5.5399062499999925,10.06905,11.551189375000023,-14.73968,-13.355006250000006,1.2035,8.2763,4.361,2.5227,3278.71,1227.92,4.1635,3.283
2005-07-23,-7.76803,-8.840416249999997,-8.16305,-8.921949374999997,-1.29513,-1.4482262500000027,-6.90586,-5.594244999999993,10.06905,11.524403750000022,-13.73968,-13.562521250000005,1.2065,8.1111,4.446,2.4271,3292.92,1233.68,4.2185,3.231
2005-07-30,-7.79025,-8.773036874999997,-7.54705,-8.838549999999998,-1.11332,-1.4891887500000027,-6.90586,-5.742333749999993,11.2119,11.569046250000023,-13.40635,-13.686703125000005,1.2123,8.1056,4.558,2.5884,3326.51,1234.18,4.276,3.243
2005-08-06,-7.48668,-8.659039999999997,-7.78205,-8.769838124999998,0.08668,-1.4551512500000026,-7.90586,-5.9529224999999935,10.2119,11.530355625000022,-13.40635,-13.748385000000004,1.2359,8.1037,4.696,2.6874,3280.49,1226.42,4.3861,3.377
2005-08-13,-7.36668,-8.530102499999998,-7.78205,-8.718487499999998,0.8724,-1.3615893750000025,-7.90586,-6.190297499999994,9.87857,11.470831875000021,-13.54921,-13.943995625000003,1.2441,8.098,4.559,2.5385,3334.15,1230.39,4.2423,3.293
2005-08-20,-7.47382,-8.413648749999997,-7.58205,-8.678674999999998,0.8724,-1.2396187500000027,-6.90586,-6.327672499999994,10.87857,11.438093750000021,-14.14921,-14.114606250000003,1.2153,8.1047,4.521,2.4687,3328.17,1219.71,4.2054,3.204
2005-08-27,-8.37705,-8.336819999999996,-6.29005,-8.547112499999999,1.18009,-1.0984175000000027,-6.90586,-6.5119224999999945,11.87857,11.467855625000022,-12.14921,-14.097716875000003,1.2289,8.0965,4.563,2.5262,3224.1,1205.1,4.186,3.15
2005-09-03,-8.97999,-8.334876874999996,-6.29005,-8.35305,0.18009,-1.0086868750000026,-7.40586,-6.664922499999995,11.62857,11.419492500000022,-12.14921,-14.057390000000003,1.2531,8.0935,4.223,2.3784,3274.42,1218.02,4.0362,3.059
2005-09-10,-9.12814,-8.316523749999996,-6.29005,-8.19805,0.01342,-0.9918731250000027,-7.40586,-6.797047499999995,11.62857,11.308629375000022,-13.14921,-14.017063125000004,1.241,8.0956,4.342,2.4028,3359.65,1241.48,4.1181,3.048
2005-09-17,-9.6604,-8.371714374999996,-5.62205,-7.9566125,0.01342,-0.9630400000000027,-7.00586,-6.872922499999995,11.62857,11.197766250000022,-13.57778,-13.941021875000002,1.2237,8.0871,4.472,2.5613,3366.57,1237.91,4.271,3.115
2005-09-24,-10.4251,-8.451114374999996,-6.85405,-7.7833000000000006,0.41342,-0.8779568750000026,-6.00586,-6.898797499999995,11.62857,11.086903125000022,-13.57778,-13.864980625000001,1.204,8.091,4.405,2.547,3331.55,1215.29,4.2456,3.06
2005-10-01,-10.31984,-8.591949999999995,-6.65405,-7.5974875000000015,1.21342,-0.7289850000000027,-5.67286,-6.8413599999999954,13.29524,11.080206875000023,-14.29206,-13.786706875,1.2026,8.092,4.666,2.7004,3428.51,1228.81,4.324,3.148
2005-10-08,-9.86151,-8.710976249999996,-6.18405,-7.376050000000001,0.01342,-0.5300131250000026,-6.67286,-6.883922499999995,15.29524,11.323510625000024,-15.29206,-13.76051625,1.213,8.092,4.684,2.7642,3374.1,1195.9,4.354,3.176
2005-10-15,-10.38234,-8.829220624999996,-6.47005,-7.220612500000001,-0.23658,-0.3466662500000026,-6.27286,-6.863984999999995,17.29524,11.691814375000025,-14.29206,-13.796825625,1.2075,8.0896,4.788,2.8889,3349.58,1186.57,4.4793,3.291
2005-10-22,-9.99103,-8.905589999999997,-6.06905,-7.0269875000000015,0.43009,-0.15290250000000263,-5.12886,-6.7814849999999955,17.29524,12.101785000000024,-13.29206,-13.743849375,1.1954,8.0885,4.702,2.8043,3271.05,1179.59,4.3837,3.231
2005-10-29,-10.76881,-9.023814374999997,-5.11605,-6.812300000000001,1.28723,0.08661999999999737,-4.79586,-6.678172499999996,18.4381,12.645684375000023,-11.6254,-13.524206875,1.2069,8.084,4.914,3.029,3245.98,1198.41,4.5648,3.406
2005-11-05,-10.57184,-9.146969374999998,-4.80805,-6.593987500000001,0.9539,0.30530937499999733,-4.46286,-6.516547499999996,17.10476,13.085416250000023,-11.6254,-13.329564375000002,1.1813,8.0856,5.04,3.1328,3355.28,1220.14,4.659,3.494
2005-11-12,-9.97725,-9.285045624999997,-5.80805,-6.4468000000000005,1.9539,0.5083737499999973,-4.46286,-6.363859999999996,17.10476,13.525148125000023,-10.6254,-13.134921875000003,1.1734,8.0856,4.979,3.1262,3406.23,1234.72,4.5333,3.512
2005-11-19,-9.78053,-9.409438124999998,-5.49205,-6.318362500000001,1.26159,0.6568056249999973,-4.91786,-6.239609999999996,16.9619,13.884523125000023,-9.7254,-12.904862500000004,1.1775,8.0832,4.859,3.2594,3427.18,1248.27,4.4881,3.539
2005-11-26,-10.11386,-9.573636874999996,-5.09205,-6.150237500000001,1.26159,0.7302374999999973,-5.11786,-6.065359999999996,16.7619,14.293898125000023,-8.7254,-12.612303125000004,1.1725,8.0815,4.756,3.0315,3466.08,1268.25,4.4274,3.427
2005-12-03,-9.87775,-9.730578749999996,-4.86705,-5.968050000000002,0.92826,0.7337287499999973,-5.71786,-5.9286099999999955,15.5119,14.645981250000023,-9.7254,-12.373315000000005,1.1718,8.0806,4.928,2.9952,3519.66,1265.08,4.5115,3.397
2005-12-10,-9.56346,-9.861181249999996,-4.86705,-5.798362500000002,0.26159,0.6955531249999972,-5.71786,-5.854359999999995,15.5119,14.935564375000023,-11.39206,-12.200993125000005,1.1812,8.0765,4.923,3.1632,3500.8,1259.37,4.5233,3.445
2005-12-17,-9.50096,-9.931425624999996,-4.20105,-5.667800000000002,1.51159,0.7162718749999972,-5.21686,-5.748797499999995,13.84524,15.058481250000023,-11.55873,-12.164088125000005,1.2013,8.0735,4.821,3.1373,3556.76,1267.32,4.4327,3.345
2005-12-24,-9.27145,-9.949641874999994,-5.51005,-5.619050000000002,1.11159,0.7744906249999972,-5.21686,-5.6119849999999945,11.84524,15.072023125000023,-12.05873,-12.158433125000004,1.1869,8.0762,4.82,3.1856,3599.47,1268.66,4.372,3.326
2005-12-31,-9.96842,-10.002159374999994,-5.51005,-5.570300000000002,1.11159,0.8431262499999972,-4.21686,-5.412672499999994,12.64524,15.135565000000023,-12.05873,-12.090278125000003,1.1849,8.0702,4.838,3.176,3578.93,1248.29,4.3911,3.309
2006-01-07,-10.06366,-10.027363124999994,-5.48005,-5.5614250000000025,1.11159,0.9117618749999972,-4.20686,-5.2377349999999945,14.64524,15.324106875000021,-10.05873,-11.870337500000003,1.2151,8.0668,4.751,3.0623,3666.99,1285.45,4.3733,3.262
2006-01-14,-9.5854,-9.974881874999994,-4.94605,-5.442175000000002,1.71159,0.9928974999999972,-4.20686,-5.125297499999995,15.64524,15.57514875000002,-9.7254,-11.629563750000004,1.2142,8.0683,4.699,3.1325,3629.25,1287.61,4.3534,3.264
2006-01-21,-10.0854,-9.960229374999994,-4.61305,-5.314612500000003,1.51159,1.0115331249999973,-4.08186,-5.025859999999995,16.64524,15.784523750000021,-10.7254,-11.406647500000005,1.2135,8.0601,4.685,3.2291,3550.8,1261.49,4.3493,3.375
2006-01-28,-10.41874,-9.995056249999994,-4.53605,-5.211612500000003,2.36874,1.1587406249999972,-4.08186,-4.863922499999996,15.04524,15.768898750000021,-10.05873,-11.079564375000006,1.2094,8.0616,4.884,3.3503,3685.48,1283.72,4.5092,3.48
2006-02-04,-10.29711,-9.989729374999994,-4.65605,-5.098237500000002,2.86874,1.3528231249999971,-4.51086,-4.753797499999996,14.79524,15.612648750000021,-10.05873,-10.814981250000006,1.2024,8.0616,4.964,3.328,3678.48,1264.03,4.5232,3.489
2006-02-11,-10.26378,-10.006776249999994,-4.65605,-5.009925000000002,2.64651,1.491349374999997,-4.51086,-4.715172499999995,14.79524,15.456398750000021,-11.77302,-10.720041250000007,1.1904,8.0505,5.07,3.2944,3695.63,1266.99,4.5845,3.476
2006-02-18,-9.93045,-9.954378749999995,-4.92905,-4.998237500000002,2.64651,1.576304374999997,-4.26086,-4.681734999999994,14.65238,15.219791250000023,-12.34444,-10.764981250000005,1.194,8.0483,5.043,3.2484,3767.7,1287.24,4.5372,3.447
2006-02-25,-10.11563,-9.925865624999995,-5.12905,-5.018300000000003,2.52651,1.6745924999999968,-3.96086,-4.650359999999994,14.65238,15.066517500000025,-13.01111,-10.851588125000005,1.1876,8.0424,5.104,3.3894,3826.0,1289.43,4.5727,3.49
2006-03-04,-10.51862,-9.959701249999995,-5.12905,-4.975862500000003,2.92651,1.7353806249999968,-3.96086,-4.618984999999993,14.65238,14.913243750000024,-13.01111,-11.000695000000004,1.2045,8.0367,5.156,3.5386,3733.95,1287.23,4.6801,3.591
2006-03-11,-10.78945,-10.022758749999994,-5.12905,-4.953175000000003,3.48207,1.874160624999997,-3.96086,-4.559172499999993,14.65238,14.768898750000023,-12.26111,-11.159176875000004,1.191,8.0505,5.207,3.6088,3798.46,1281.58,4.7567,3.687
2006-03-18,-11.01167,-10.078871874999995,-5.12905,-4.955487500000004,3.48207,2.012940624999997,-3.96086,-4.486859999999993,14.65238,14.637053750000023,-12.26111,-11.380158750000003,1.219,8.0316,4.9916,3.6821,3832.43,1307.25,4.6705,3.691
2006-03-25,-11.15453,-10.158670624999996,-5.12905,-4.971862500000004,3.68207,2.185053749999997,-3.96086,-4.377047499999993,14.65238,14.583333750000023,-13.26111,-11.601140625000003,1.2036,8.03,5.0378,3.578,3870.89,1302.95,4.6686,3.634
2006-04-01,-10.54436,-10.219976874999997,-5.12905,-4.988237500000004,3.96778,2.416690624999997,-3.96086,-4.267234999999992,14.65238,14.529613750000022,-13.63611,-11.741393750000004,1.2118,8.0172,5.2513,3.7396,3853.74,1294.83,4.8472,3.771
2006-04-08,-10.12576,-10.259026874999998,-5.12905,-5.046237500000005,2.96778,2.507702499999997,-3.96086,-4.188734999999992,14.65238,14.580060000000023,-13.30278,-11.850396875000005,1.2093,8.0111,5.34,3.7303,3823.11,1295.5,4.9774,3.896
2006-04-22,-10.36971,-10.333141249999999,-5.12905,-4.9986125000000055,2.46778,2.708476249999997,-3.96086,-4.094234999999992,14.65238,14.880952500000022,-14.30278,-12.068403125000007,1.2341,8.017,5.297,3.8082,3888.46,1311.28,5.0079,3.952
2006-04-29,-10.36971,-10.352269374999999,-4.22205,-4.919987500000005,2.63445,2.803654999999997,-3.96086,-4.078859999999992,15.15238,14.912648750000022,-12.80278,-12.239906250000008,1.2635,8.014,5.2764,3.8376,3839.9,1310.61,5.0505,3.951
2006-05-06,-10.04213,-10.380814999999998,-4.06205,-4.864737500000005,2.63445,2.861333749999997,-3.46186,-4.032297499999991,16.65238,14.975595000000022,-12.80278,-12.432242500000008,1.2726,8.014,5.3464,3.8663,3874.32,1325.76,5.0997,4.002
2006-05-13,-10.41713,-10.401548124999998,-4.06205,-4.830300000000005,2.47655,2.921643749999997,-2.03386,-3.9042974999999918,16.65238,14.976041250000023,-11.96944,-12.509995000000007,1.2928,8.0061,5.472,3.8961,3750.44,1291.24,5.1938,4.081
2006-05-20,-10.70284,-10.419304375,-4.77633,-4.845317500000005,2.47655,2.9283818749999972,-1.8672,-3.765881249999992,16.65238,15.076487500000022,-11.46944,-12.598164375000007,1.2778,8.022,5.39,3.7413,3625.25,1267.03,5.0584,3.99
2006-05-27,-11.41438,-10.489133749999999,-4.27633,-4.821585000000005,2.72655,2.9194949999999973,-1.53386,-3.579818749999992,16.45238,15.18005875000002,-12.46944,-12.748833750000006,1.2738,8.025,5.2972,3.6952,3699.8,1280.16,5.0481,3.884
2006-06-03,-12.11249,-10.604678125,-3.96383,-4.778321250000006,3.50433,2.9731087499999975,-1.90886,-3.4171937499999916,16.45238,15.283630000000018,-11.13611,-12.709026875000006,1.2918,8.023,5.2111,3.7491,3636.89,1288.22,4.9898,3.929
2006-06-10,-11.51249,-10.703555625,-3.09716,-4.6638281250000055,3.79005,3.0445799999999976,-0.90886,-3.2076937499999914,16.45238,15.396130000000017,-11.46944,-12.654339375000006,1.2639,8.0112,5.383,3.7463,3520.99,1252.3,4.9714,3.934
2006-06-17,-11.74056,-10.805113749999999,-4.09716,-4.599335000000005,3.79005,3.1235512499999976,-1.57553,-3.0586106249999916,16.45238,15.508630000000018,-11.30278,-12.547568750000007,1.2642,8.002,5.564,3.8014,3463.56,1251.54,5.1264,3.939
2006-06-24,-11.67996,-10.877697499999998,-4.84716,-4.581716875000005,3.12338,3.1358556249999974,-1.32553,-2.893902499999992,16.45238,15.621130000000019,-9.30278,-12.315798125000008,1.2506,8.0002,5.697,4.0016,3550.15,1244.5,5.2223,4.081
2006-07-01,-11.6477,-10.931338125,-4.51383,-4.5432656250000045,3.73876,3.1518987499999973,-1.18267,-2.720265624999992,16.85238,15.758630000000018,-9.17778,-12.123090000000008,1.2791,7.9943,5.5504,4.0122,3648.92,1270.2,5.1364,4.071
2006-07-08,-10.79056,-10.91751875,-4.42292,-4.499132500000004,4.73876,3.2304418749999972,-0.7541,-2.5198431249999924,16.85238,15.896130000000017,-8.84444,-11.909548125000008,1.281,7.9859,5.5499,4.0345,3651.33,1265.48,5.1261,4.065
2006-07-15,-10.96077,-10.90540875,-4.28006,-4.446070625000004,4.73876,3.296484999999997,0.2459,-2.2569206249999927,17.18571,16.05446312500002,-8.04444,-11.583506250000008,1.2652,7.998,5.4737,3.9023,3508.25,1236.2,5.0629,3.983
2006-07-22,-11.17506,-10.944827499999999,-4.42292,-4.401937500000004,5.23876,3.375921249999997,0.46812,-1.9801093749999927,17.18571,16.212796250000018,-9.04444,-11.296526875000009,1.2695,8.0018,5.43,3.9067,3557.08,1240.29,5.0404,3.956
2006-07-29,-10.97506,-10.997908749999997,-5.08959,-4.399471250000004,4.61376,3.478794999999997,0.13479,-1.7241312499999928,16.85238,16.350296250000017,-7.54444,-10.936630625000008,1.2759,7.971,5.2545,3.8586,3710.6,1278.55,4.9896,3.92
2006-08-05,-10.89309,-11.050227499999997,-5.15626,-4.401171875000004,3.70467,3.5248506249999974,-0.24021,-1.4915906249999928,17.35238,16.519046250000017,-7.54444,-10.576734375000008,1.2874,7.9784,5.1363,3.8806,3718.09,1279.36,4.8925,3.906
2006-08-12,-10.7777,-11.075726874999997,-5.15626,-4.4028725000000035,3.56182,3.5932281249999973,-0.79577,-1.2937724999999929,17.35238,16.687796250000016,-6.94444,-10.116838125000006,1.2721,7.976,5.2742,3.987,3675.06,1266.74,4.9691,3.981
2006-08-19,-11.35397,-11.137243124999998,-6.00241,-4.514145000000004,3.56182,3.651188749999997,-0.79577,-1.095954374999993,17.55238,16.837796250000018,-7.44444,-9.781941875000006,1.2824,7.9745,5.1233,3.9554,3791.4,1302.3,4.841,3.902
2006-08-26,-12.29147,-11.277826874999999,-6.70241,-4.679167500000004,3.25412,3.689918124999997,-0.79577,-0.929323749999993,16.55238,16.831546250000017,-5.44444,-9.322045625000007,1.2752,7.9759,5.0533,3.7862,3781.17,1295.09,4.7793,3.793
2006-09-02,-13.00769,-11.439736874999998,-7.15695,-4.872598750000003,2.75412,3.707266249999997,-1.50165,-0.896060624999993,16.80238,16.840921250000015,-6.44444,-8.976733125000008,1.2834,7.9532,4.9549,3.7741,3820.89,1311.01,4.7236,3.745
2006-09-09,-12.44247,-11.548463749999998,-6.82362,-5.000554375000004,2.64301,3.7176699999999965,-1.78737,-0.8910712499999929,16.80238,16.850296250000014,-6.11111,-8.641837500000008,1.2673,7.9485,5.035,3.9085,3750.08,1298.92,4.7708,3.787
2006-09-16,-12.37104,-11.608254999999998,-6.82362,-5.159760000000004,2.64301,3.712448749999996,-1.78737,-0.9069156249999928,16.46905,16.851338125000012,-6.73611,-8.283504375000009,1.2665,7.943,5.111,3.9556,3812.11,1319.87,4.7885,3.776
